ComputerName,HardwareVendor,HardwareModel,device_os
LOFT-W0629,Dell Inc.,Latitude 3490,Windows
LOFT-M3782,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3782,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-W6065,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1170,Acer,Aspire A515-54,Windows
CP-CWB-W0968,Acer,Aspire A515-54,Windows
CP-W2130,Dell Inc.,Latitude 3410,Windows
CP-CWB-W1196,Acer,Aspire A515-54,Windows
CP-W2237,Dell Inc.,Latitude 3410,Windows
CP-CWB-W2480,Dell Inc.,Latitude 3410,Windows
CP-W3507,Dell Inc.,Latitude 3420,Windows
CP-W3151,Dell Inc.,Latitude 3420,Windows
CP-W3288,Dell Inc.,Latitude 3420,Windows
CP-W3649,Dell Inc.,Latitude 3410,Windows
CP-W3165,Dell Inc.,Latitude 3420,Windows
CP-W3275,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1114,Acer,Aspire A515-54,Windows
CP-CWB-W1192,Acer,Aspire A515-54,Windows
CP-CWB-W1188,Acer,Aspire A515-54,Windows
CP-CWB-W1178,Acer,Aspire A515-54,Windows
CP-CWB-W1154,Acer,Aspire A515-54,Windows
CP-W2138,Dell Inc.,Latitude 3410,Windows
CP-CWB-W1200,Acer,Aspire A515-54,Windows
CP-CWB-W1090,Acer,Aspire A515-54,Windows
CP-CWB-W1094,Acer,Aspire A515-54,Windows
CP-CWB-W1024,Acer,Aspire A515-54,Windows
CP-CWB-W0938,Acer,Aspire A515-54,Windows
CP-CWB-W1282,Acer,Aspire A515-54,Windows
CP-CWB-W0878,Acer,Aspire A515-54,Windows
CP-CWB-W0998,Acer,Aspire A515-54,Windows
CP-CWB-W1180,Acer,Aspire A515-54,Windows
CP-CWB-W1160,Acer,Aspire A515-54,Windows
LOFT-W6021,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1122,Acer,Aspire A515-54,Windows
CP-CWB-W0994,Acer,Aspire A515-54,Windows
LOFT-W3747,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1280,Acer,Aspire A515-54,Windows
CP-CWB-W1274,Acer,Aspire A515-54,Windows
CP-CWB-W,Dell Inc.,Latitude 3410,Windows
CPCWB1298,Acer,Aspire A515-54,Windows
LOFT-W2218,Dell Inc.,Latitude 3410,Windows
LOFT-W3001,Dell Inc.,Latitude 3410,Windows
LOFT-W2137,Dell Inc.,Latitude 3410,Windows
CP-W3569,Dell Inc.,Latitude 3420,Windows
CP-W3593,Dell Inc.,Latitude 3420,Windows
CP-W3198,Dell Inc.,Latitude 3420,Windows
CP-W3480,Dell Inc.,Latitude 3420,Windows
CP-W2119,Dell Inc.,Latitude 3410,Windows
LOFT-W2142,Dell Inc.,Latitude 3410,Windows
CP-W3616,Dell Inc.,Latitude 3410,Windows
LOFT-W2252,Dell Inc.,Latitude 3410,Windows
CP-W2246,Dell Inc.,Latitude 3410,Windows
CP-W3187,Dell Inc.,Latitude 3420,Windows
CP-W3110,Dell Inc.,Latitude 3420,Windows
LOFT-W2658,Dell Inc.,Latitude 3410,Windows
CP-W6025,Dell Inc.,Latitude 3420,Windows
CP-W6025,Dell Inc.,Latitude 3420,Windows
CP-W6025,Dell Inc.,Latitude 3420,Windows
CP-W3475,Dell Inc.,Latitude 3420,Windows
CP-W2329,Dell Inc.,Latitude 3410,Windows
CP-W3477,Dell Inc.,Latitude 3420,Windows
CP-W3616,Dell Inc.,Latitude 3420,Windows
CP-W3690,Dell Inc.,Latitude 3420,Windows
LOFT-W3327,Dell Inc.,Latitude 3420,Windows
LOFT-W3446,Dell Inc.,Latitude 3420,Windows
CP-W3038,Dell Inc.,Latitude 3410,Windows
LOFT-W3374,Dell Inc.,Latitude 3420,Windows
LOFT-W3072,Dell Inc.,Latitude 3420,Windows
LOFT-W3312,Dell Inc.,Latitude 3420,Windows
LOFT-W3702,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1294,Acer,Aspire A515-54,Windows
CP-W3093,Dell Inc.,Latitude 3420,Windows
CP-W3559,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1204,Acer,Aspire A515-54,Windows
CP-CWB-W1350,Acer,Aspire A515-54,Windows
CP-CWB-W1352,Acer,Aspire A515-54,Windows
CP-JVL-W2005,Acer,Aspire A515-54,Windows
CP-CWB-W1354,Acer,Aspire A515-54,Windows
CREDPJOINTI0866,LENOVO,82HB,Windows
CP-W3248,Dell Inc.,Latitude 3420,Windows
CP-W3387,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1022,Acer,Aspire A515-54,Windows
CP-W3227,Dell Inc.,Latitude 3420,Windows
CP-W3194,Dell Inc.,Latitude 3420,Windows
CP-W3194,Dell Inc.,Latitude 3420,Windows
CP-W2333,Dell Inc.,Latitude 3410,Windows
CP-W3300,Dell Inc.,Latitude 3420,Windows
LOFT-W3054,Dell Inc.,Latitude 3420,Windows
LOFT-W3082,Dell Inc.,Latitude 3420,Windows
LOFT-W3191,Dell Inc.,Latitude 3420,Windows
LOFT-W3089,Dell Inc.,Latitude 3420,Windows
LOFT-W3051,Dell Inc.,Latitude 3420,Windows
LOFT-W3101,Dell Inc.,Latitude 3420,Windows
LOFT-W6132,Dell Inc.,Latitude 3420,Windows
LOFT-W3464,Dell Inc.,Latitude 3420,Windows
LOFT-W2677,Dell Inc.,Latitude 3410,Windows
LOFT-W3695,Dell Inc.,Latitude 3420,Windows
LOFT-W3533,Dell Inc.,Latitude 3420,Windows
LOFT-W3476,Dell Inc.,Latitude 3420,Windows
LOFT-W3525,Dell Inc.,Latitude 3420,Windows
LOFT-W3642,Dell Inc.,Latitude 3420,Windows
LOFT-W3127,Dell Inc.,Latitude 3420,Windows
LOFT-W3219,Dell Inc.,Latitude 3420,Windows
LOFT-W3016,Dell Inc.,Latitude 3410,Windows
LOFT-W3497,Dell Inc.,Latitude 3420,Windows
LOFT-W3028,Dell Inc.,Latitude 3410,Windows
LOFT-W3279,Dell Inc.,Latitude 3420,Windows
CP-CWB-1356,Acer,Aspire A515-54,Windows
CP-CWB-W1120,Acer,Aspire A515-54,Windows
CP-W2068,Dell Inc.,Latitude 3400,Windows
CP-W0240,Dell Inc.,Latitude 3490,Windows
CP-W0275,Dell Inc.,Latitude 3490,Windows
CP-W0307,Dell Inc.,Latitude 3400,Windows
CP-W0362,Dell Inc.,Latitude 3400,Windows
CP-W2104,Dell Inc.,Latitude 3410,Windows
CP-W0268,Dell Inc.,Latitude 3490,Windows
LOFT-W3390,Dell Inc.,Latitude 3420,Windows
LOFT-W2187,Dell Inc.,Latitude 3410,Windows
CP-W0170,Dell Inc.,Latitude 3490,Windows
CP-W0264,Dell Inc.,Latitude 3490,Windows
CP-W0191,Dell Inc.,Latitude 3490,Windows
LOFT-W2189,Dell Inc.,Latitude 3410,Windows
CP-CWB-W0932,Acer,Aspire A515-54,Windows
LOFT-M3459,Apple Inc.,"MacBookPro16,1",macOS
CP-CWB-W0962,Acer,Aspire A515-54,Windows
LOFT-M3408,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3408,Apple Inc.,"MacBookPro16,1",macOS
CP-CWB-W1156,Acer,Aspire A515-54,Windows
CP-CWB-W1346,Acer,Aspire A515-54,Windows
CP-CWB-W1358,Dell Inc.,Inspiron 13 5320,Windows
VISTA-L0056,Acer,Aspire A315-54,Ubuntu
CP-CWB-W0675,Acer,Aspire A315-56,Windows
CP-CWB-W0948,Acer,Aspire A515-54,Windows
CP-CWB-W1194,Acer,Aspire A515-54,Windows
CP-CWB-W1236,Acer,Aspire A515-54,Windows
CP-CWB-W1168,Acer,Aspire A515-54,Windows
CP-CWB-W1190,Acer,Aspire A515-54,Windows
CP-CWB-W1184,Acer,Aspire A515-54,Windows
LOFT-W2500,Dell Inc.,Latitude 3410,Windows
LOFT-W3590,Dell Inc.,Latitude 3420,Windows
CP-CWB-W2055,Acer,Aspire A515-54,Windows
CPCWB1060,Acer,Aspire A515-54,Windows
CP-CWB-W0667,Dell Inc.,OptiPlex 3070,Windows
LOFT-W3737,Dell Inc.,Latitude 3420,Windows
LOFT-W2239,Dell Inc.,Latitude 3410,Windows
CPCWB1254,Acer,Aspire A515-54,Windows
CP-CWB-W1116,Acer,Aspire A515-54,Windows
VISTA-W0083,LENOVO,81M1,Windows
CP-CWB-W1098,Acer,Aspire A515-54,Windows
CP-CWB-W1260,Dell Inc.,Inspiron 15 5510,Windows
CP-CWB-W1248,Dell Inc.,Inspiron 15 5510,Windows
CP-CWB-W1288,Acer,Aspire A515-54,Windows
CP-CWB-W2164,Acer,Aspire A515-54,Windows
CP-CWB-W0616,Dell Inc.,XPS 13 9300,Windows
CP-W3180,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1050,Acer,Aspire A515-54,Windows
CP-JVL-W2162,Dell Inc.,Inspiron 15 5510,Windows
LOFT-W3005,Dell Inc.,Latitude 3410,Windows
LOFT-W2334,Dell Inc.,Latitude 3410,Windows
CP-CWB-W1330,Acer,Aspire A515-54,Windows
CP-CWB-W1228,Acer,Aspire A515-54,Windows
CP-CWB-W1206,Acer,Aspire A515-54,Windows
LOFT-W2213,Dell Inc.,Latitude 3410,Windows
ip-10-0-11-114.ec2.internal,Xen,HVM domU,Amazon
LOFT-W6237,Dell Inc.,Latitude 3420,Windows
CP-W3460,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1202,Acer,Aspire A515-54,Windows
LOFT-W6032,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1234,Acer,Aspire A515-54,Windows
LOFT-M3072,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3057,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3057,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-W6585,Dell Inc.,Latitude 3420,Windows
LOFT-W6272,Dell Inc.,Latitude 3420,Windows
LOFT-W6347,Dell Inc.,Latitude 3420,Windows
LOFT-W6062,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1306,Acer,Aspire A515-54,Windows
CP-CWB-W1232,Acer,Aspire A515-54,Windows
CP-L3641,Dell Inc.,Latitude 3420,Ubuntu
CP-CWB-W2018,Acer,Aspire A515-54,Windows
CP-CWB-W1124,Acer,Aspire A515-54,Windows
CP-CWB-W1096,Acer,Aspire A515-54,Windows
LOFT-W6367,Dell Inc.,Latitude 3420,Windows
LOFT-W6361,Dell Inc.,Latitude 3420,Windows
LOFT-W6051,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1152,Acer,Aspire A515-54,Windows
CP-CWB-W1128,Acer,Aspire A515-54,Windows
LOFT-M3684,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3684,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
CP-CWB-W1222,Acer,Aspire A515-54,Windows
LOFT-W6008,Dell Inc.,Latitude 3420,Windows
LOFT-W6027,Dell Inc.,Latitude 3420,Windows
LOFT-W6306,Dell Inc.,Latitude 3420,Windows
LOFT-W6304,Dell Inc.,Latitude 3420,Windows
LOFT-M3505,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3667,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3667,Apple Inc.,"MacBookPro16,1",macOS
CP-CWB-W1052,Acer,Aspire A515-54G,Windows
CP-CWB-W1344,Acer,Aspire A515-54,Windows
CP-CWB-M2012,Apple Inc.,"MacBookPro14,1",macOS
LOFT-M3085,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3085,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
CP-CWB-W1140,Acer,Aspire A515-54,Windows
CP-CWB-W1326,Acer,Aspire A515-54,Windows
LOFT-M3428,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3428,Apple Inc.,"MacBookPro16,1",macOS
CP-CWB-W1136,Acer,Aspire A515-54,Windows
CP-CWB-W0928,Acer,Aspire A515-54,Windows
LOFT-W6143,Dell Inc.,Latitude 3420,Windows
LOFT-W6575,Dell Inc.,Latitude 3420,Windows
LOFT-M3088,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3088,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-W6552,Dell Inc.,Latitude 3420,Windows
LOFT-M3420,Apple Inc.,"MacBookPro16,1",macOS
LOFT-L3944,Avell High Performance,A70 MOB,Ubuntu
LOFT-M3068,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3068,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3054,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3054,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3190,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3190,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3169,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3169,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3176,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-W6551,Dell Inc.,Latitude 3420,Windows
LOFT-M3720,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3720,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
CP-CWB-W1216,Acer,Aspire A515-54,Windows
CP-W3465,Dell Inc.,Latitude 3420,Windows
LOFT-W6558,Dell Inc.,Latitude 3420,Windows
LOFT-M3573,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3573,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3662,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3570,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3570,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3859,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3859,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3708,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
CP-CWB-W1110,Acer,Aspire A515-54,Windows
LOFT-M3683,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3683,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-W6185,Dell Inc.,Latitude 3420,Windows
LOFT-W6076,Dell Inc.,Latitude 3420,Windows
LOFT-SPW-3309,Dell Inc.,Latitude 3420,Windows
LOFT-M3472,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3852,Apple Inc.,"MacBookPro16,1",macOS
LOFT-W6324,Dell Inc.,Latitude 3420,Windows
LOFT-M3124,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3124,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
CP-CWB-W0954,Acer,Aspire A515-54,Windows
LOFT-W6219,Dell Inc.,Latitude 3420,Windows
LOFT-M3419,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3419,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3419,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3131,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3131,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-W6107,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1186,Acer,Aspire A515-54,Windows
CP-CWB-W1218,Acer,Aspire A515-54,Windows
CP-CWB-W1044,Acer,Aspire A515-54,Windows
CP-CWB-W0946,Acer,Aspire A515-54,Windows
CP-CWB-W1076,Acer,Aspire A515-54,Windows
CP-CWB-W1040,Acer,Aspire A515-54,Windows
CP-CWB-W1150,Acer,Aspire A515-54,Windows
CP-CWB-W1198,Acer,Aspire A515-54,Windows
CP-CWB-W0966,Acer,Aspire A515-54,Windows
CP-CWB-W1148,Acer,Aspire A515-54,Windows
CP-CWB-W1126,Acer,Aspire A515-54,Windows
LOFT-W6137,Dell Inc.,Latitude 3420,Windows
LOFT-W6582,Dell Inc.,Latitude 3420,Windows
LOFT-W6401,Dell Inc.,Latitude 3420,Windows
LOFT-W6109,Dell Inc.,Latitude 3420,Windows
LOFT-W6573,Dell Inc.,Latitude 3420,Windows
CP-W0659,Dell Inc.,Latitude 3490,Windows
CP-W0267,Dell Inc.,Latitude 3490,Windows
CP-W0927,Dell Inc.,Latitude 3490,Windows
LOFT-W0731,Dell Inc.,Latitude 3400,Windows
CP-W0262,Dell Inc.,Latitude 3490,Windows
CP-W0863,Dell Inc.,Latitude 3400,Windows
CP-W3950,Dell Inc.,Latitude 3400,Windows
CP-W0350,Dell Inc.,Latitude 3400,Windows
LOFT-M3181,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
CP-W2070,Dell Inc.,Latitude 3400,Windows
LOFT-M3091,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3091,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3095,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3095,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3166,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3166,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3469,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3469,Apple Inc.,"MacBookPro16,1",macOS
CP-CWB-W2034,Acer,Aspire A515-54,Windows
LOFT-W2069,Dell Inc.,Latitude 3400,Windows
MININT-G6SKR7Q,Dell Inc.,Latitude 3400,Windows
LOFT-W0440,Dell Inc.,Latitude 3490,Windows
CP-CWB-W1208,Acer,Aspire A515-54,Windows
CP-CWB-W0988,Acer,Aspire A515-54,Windows
CP-CWB-W1162,Acer,Aspire A515-54,Windows
CP-CWB-W0992,Acer,Aspire A515-54,Windows
CP-CWB-W0974,Acer,Aspire A515-54,Windows
CP-CWB-W0970,Acer,Aspire A515-54,Windows
LOFT-W0934,Dell Inc.,Latitude 3400,Windows
CP-CWB-W1092,Acer,Aspire A515-54,Windows
LOFT-M3096,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3096,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
CP-CWB-W1102,Acer,Aspire A515-54,Windows
CP-CWB-W1102,Acer,Aspire A515-54,Windows
CP-CWB-W1012,Acer,Aspire A515-54,Windows
CP-CWB-W1000,Acer,Aspire A515-54,Windows
CP-CWB-W1082,Acer,Aspire A515-54,Windows
LOFT-M3183,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3183,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
CP-CWB-W1364,Acer,Aspire A515-54,Windows
CP-CWB-W1366,Acer,Aspire A515-54,Windows
LOFT-W0259,Dell Inc.,Latitude 3490,Windows
LOFT-W0727,Dell Inc.,Latitude 3400,Windows
LOFT-M3406,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3406,Apple Inc.,"MacBookPro16,1",macOS
CP-W0460,Dell Inc.,Latitude 3490,Windows
CP-W0655,Dell Inc.,Latitude 3490,Windows
CP-W0674,Dell Inc.,Latitude 3490,Windows
CP-CWB-W0930,Acer,Aspire A515-54,Windows
CP-W0273,Dell Inc.,Latitude 3490,Windows
LOFT-W0817,Avell High Performance,Avell G1555 MUV / A62 MUV,Windows
LOFT-W0837,Avell High Performance,Avell G1555 MUV / A62 MUV,Windows
LOFT-W0810,Avell High Performance,Avell G1555 MUV / A62 MUV,Windows
LOFT-W834,Avell High Performance,Avell G1555 MUV / A62 MUV,Windows
LOFT-W702,Avell High Performance,Avell G1555 MUV / A62 MUV,Windows
LOFT-W6275,Dell Inc.,Latitude 3420,Windows
CP-W0289,Dell Inc.,Latitude 3490,Windows
CP-W0497,Dell Inc.,Latitude 3490,Windows
LOFT-M3125,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3125,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
CP-CWB-W2091,Acer,Aspire A515-54,Windows
CP-W0466,Dell Inc.,Latitude 3490,Windows
CP-CWB-W1070,Acer,Aspire A515-54,Windows
CP-CWB-W2053,Acer,Aspire A515-54,Windows
LOFT-M2669,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M2669,Apple Inc.,"MacBookPro16,1",macOS
LOFT-W6404,Dell Inc.,Latitude 3420,Windows
LOFT-M2088,Apple Inc.,"MacBookPro16,1",macOS
LOFT-W6130,Dell Inc.,Latitude 3420,Windows
LOFT-W6019,Dell Inc.,Latitude 3420,Windows
LOFT-M3442,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3442,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT_W3346,Dell Inc.,Latitude 3420,Windows
LOFT-W6391,Dell Inc.,Latitude 3420,Windows
LOFT-M3896,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3896,Apple Inc.,"MacBookPro16,1",macOS
CP-CWB-W1240,Acer,Aspire A515-54,Windows
CP-CWB-W1362,Acer,Aspire A515-54,Windows
CP-CWB-W1238,Acer,Aspire A515-54,Windows
CP-CWB-W0106,Acer,Aspire A315-54K,Windows
LOFT-M3707,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-W6527,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1324,Acer,Aspire A515-54,Windows
CP-W2207,Dell Inc.,Latitude 3410,Windows
CP-W2105,Dell Inc.,Latitude 3410,Windows
CP-CWB-W0964,Acer,Aspire A515-54,Windows
CP-CWB-W1006,Acer,Aspire A515-54,Windows
CP-CWB-W1244,Acer,Aspire A515-54,Windows
LOFT-M3473,Apple Inc.,"MacBookPro16,1",macOS
LOFT-W6382,Dell Inc.,Latitude 3420,Windows
LOFTW-6430,Dell Inc.,Latitude 3420,Windows
LOFTW-6300,Dell Inc.,Latitude 3420,Windows
LOFT-W6239,Dell Inc.,Latitude 3420,Windows
LOFT-W6373,Dell Inc.,Latitude 3420,Windows
CP-W3029-2,Dell Inc.,Latitude 3410,Windows
CP-W3177,Dell Inc.,Latitude 3420,Windows
CP-W3036,Dell Inc.,Latitude 3410,Windows
CP-W3453,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1230,Acer,Aspire A515-54,Windows
LOFT-M3456,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3490,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3490,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3574,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3574,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3458,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3192,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3192,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3192,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3058,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3058,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3161,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3161,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3161,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3171,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3171,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3171,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3178,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3178,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3153,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3195,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3195,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3195,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3177,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3177,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3055,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3055,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
CP-CWB-W2036,Acer,Aspire A515-54,Windows
LOFT-M3162,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3162,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3075,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3075,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-W3984,Dell Inc.,Latitude 3420,Ubuntu
LOFT-W3984,Dell Inc.,Latitude 3420,Ubuntu
LOFT-M3087,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3087,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3083,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3083,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3086,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3086,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3184,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3184,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-W6521,Dell Inc.,Latitude 3420,Windows
LOFT-W6354,Dell Inc.,Latitude 3420,Windows
CP-W3853,Dell Inc.,Latitude 3410,Windows
CP-W3853,Dell Inc.,Latitude 3410,Windows
CP-W3291,Dell Inc.,Latitude 3420,Windows
LOFT-W6378,Dell Inc.,Latitude 3420,Windows
LOFT-M3180,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3180,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3180,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-W6536,Dell Inc.,Latitude 3420,Windows
cp-win10-teste-01,"VMware, Inc.","VMware7,1",Windows
LOFT-M3590,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3590,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3897,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3897,Apple Inc.,"MacBookPro16,1",macOS
LOFT-W6222,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1138,Acer,Aspire A515-54,Windows
CP-CWB-W1176,Acer,Aspire A515-54,Windows
LOFT-W6535,Dell Inc.,Latitude 3420,Windows
LOFT-M3476,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3476,Apple Inc.,"MacBookPro16,1",macOS
LOFT-W6323,Dell Inc.,Latitude 3420,Windows
LOFT-W6341,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1214,Acer,Aspire A515-54,Windows
LOFT-W6340,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1078,Acer,Aspire A515-54,Windows
CP-W2143,Dell Inc.,Latitude 3410,Windows
LOFT-W6077,Dell Inc.,Latitude 3420,Windows
CP-W3043,Dell Inc.,Latitude 3410,Windows
CP-CWB-W1212,Acer,Aspire 515-54,Windows
CP-CWB-W0996,Acer,Aspire A515-54,Windows
LOFT-W6084,Dell Inc.,Latitude 3420,Windows
CP-W3029,Dell Inc.,Latitude 3410,Windows
LOFT-SPM-2549,Apple Inc.,"MacBookPro16,1",macOS
LOFT-W6524,Dell Inc.,Latitude 3420,Windows
LOFT-W6525,Dell Inc.,Latitude 3420,Windows
