ComputerName,user_state,HardwareVendor,HardwareModel,device_os,Device Group
CP-W3040,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W3040,SUSPENDED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W3031,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
VISTA-W0022,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
VISTA-W0021,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
VISTA-W0092,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
VISTA-W0043,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
VISTA-W0089,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
VISTA-W0087,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
VISTA-W0018,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3003,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2121,,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W6057,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6182,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6499,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6502,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6172,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6098,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
VISTA-W0086,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
VISTA-W0040,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
VISTA-W0003,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
VISTA-W0100,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
VISTA-W0004,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
VISTA-W0024,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
VISTA-W0093,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3037,SUSPENDED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W3037,SUSPENDED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2103,SUSPENDED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2115,SUSPENDED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2140,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2141,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
VISTA-W0108,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
VISTA-W0109,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
VISTA-W0112,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3049,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W6013,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
VISTA-W0113,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3007,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W3022,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2995,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2113,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2139,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W6465,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3027,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
VISTA-W0114,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3015,SUSPENDED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2723,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W6113,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6423,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6053,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6010,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6438,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6016,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W2465,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W6437,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W2489,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W6005,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
VISTA-W0118,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
VISTA-W0117,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
VISTA-W0116,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W2277,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2685,,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2275,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2201,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2343,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2661,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2661,SUSPENDED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2665,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2317,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2001,ACTIVATED,Dell Inc.,Inspiron 3501,Windows,GRP-BR-Windows-Dell
CP-W2226,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W3009,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2291,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2667,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2487,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W3004,,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2455,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2212,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2179,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2202,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2196,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2196,SUSPENDED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2699,,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2228,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2292,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2220,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W6433,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6216,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6402,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6339,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6115,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3035,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W2152,ACTIVATED,Dell Inc.,XPS 13 9300,Windows,GRP-BR-Windows-Dell
LOFT-W6244,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
VISTA-W0002,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
VISTA-W0059,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W6243,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W2332,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2203,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
VISTA-W0013,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
VISTA-W0058,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
VISTA-W0085,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
VISTA-W0075,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W2102,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
VISTA-W0029,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-WSALALOFT,,Dell Inc.,OptiPlex 3070,Windows,GRP-BR-Windows-Dell
LOFT-W6318,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6364,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6060,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6548,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W3513,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6381,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6049,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6331,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6102,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6416,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6507,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6207,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6478,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6205,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6506,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6163,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6444,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6330,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
VISTA-W0082,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W3646,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3648,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W2234,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2197,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2289,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2194,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2184,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2290,,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W3648,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W2274,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2288,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2283,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-CWB-W1034,ACTIVATED,Dell Inc.,Inspiron 5301,Windows,GRP-BR-Windows-Dell
CP-W3165,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3294,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3392,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W2240,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W3334,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-CWB-W2067,,Dell Inc.,Inspiron 15 5510,Windows,GRP-BR-Windows-Dell
LOFT-W6409,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6145,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6002,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6311,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6227,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W3413,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6026,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-SPW-2164,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W6310,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6500,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-SPW-2568,,Dell Inc.,Latitude 7400,Windows,GRP-BR-Windows
LOFT-SPW-0182,,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows
LOFT-AUGW-0824,,Avell High Performance,Avell G1555 MUV / A62 MUV,Windows,GRP-BR-Windows
LOFT-SPW-2529,ACTIVATED,Dell Inc.,Latitude 3400,Windows,GRP-BR-Windows
LOFT-SPW-0935,ACTIVATED,Dell Inc.,Latitude 3400,Windows,GRP-BR-Windows
LOFT-AUGW-0636,ACTIVATED,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows
LOFT-SPW-0887,,Dell Inc.,Latitude 3400,Windows,GRP-BR-Windows
LOFT-SPW-0455,SUSPENDED,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows
LOFT-BRMW-1121,,LENOVO,20H2S0A200,Windows,GRP-BR-Windows
LOFT-SPW-2284,,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows
LOFT-SPW-3025,,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows
LOFT-SPW-0266,,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows
LOFT-SPW-0969,ACTIVATED,Dell Inc.,Latitude 3400,Windows,GRP-BR-Windows
LOFT-SPW-0173,ACTIVATED,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows
LOFT-SPW-0283,,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows
LOFT-SPW-3000,,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows
LOFT-SPW-03008,,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows
LOFT-SPW-03024,SUSPENDED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows
LOFT-SPW-03041,,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows
LOFT-SPW-0701,ACTIVATED,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows
LOFT-SPW-0421,,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows
LOFT-W3582,,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows
LOFT-SPW-3471,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3274,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3305,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3145,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3058,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3060,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3057,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3099,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3074,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3085,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3073,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3098,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W0654,,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows
LOFT-SPW-3216,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3061,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3111,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3345,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3366,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3206,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3382,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3361,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3268,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3297,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3408,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3439,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3442,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3443,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3267,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3488,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3034,,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows
LOFT-SPW-3224,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3333,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3399,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W0994,ACTIVATED,Dell Inc.,Latitude 3400,Windows,GRP-BR-Windows
LOFT-SPW-3449,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3119,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3234,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3484,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3150,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3273,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3360,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3186,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3320,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3376,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3231,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3218,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-ZOOM-0583,,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows
LOFT-W3118,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3420,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-ZOOM-3319,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3605,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3583,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3643,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3740,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-SPW-3532,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3691,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3574,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3729,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3630,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3635,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3709,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3678,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W2393,SUSPENDED,LENOVO,20RBS7J600,Windows,GRP-BR-Windows
LOFT-W3685,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3522,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3644,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3666,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3716,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3603,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3538,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3612,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3572,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3668,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3670,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3042,,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows
LOFT-W2336,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows
LOFT-W3463,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3595,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W2689,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows
LOFT-W3733,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W2344,,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows
LOFT-W3689,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W0992,SUSPENDED,Dell Inc.,Latitude 3400,Windows,GRP-BR-Windows
LOFT-W3317,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W2173,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows
LOFT-W3208,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3591,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3397,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3433,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W4000,,Avell High Performance,A70 MOB,Windows,GRP-BR-Windows
LOFT-BMRW-9763,,Dell Inc.,Vostro 3400,Windows,GRP-BR-Windows
LOFT-W3925,,Avell High Performance,A70 MOB,Windows,GRP-BR-Windows
LOFT-W3565,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W0845,,Avell High Performance,Avell G1555 MUV / A62 MUV,Windows,GRP-BR-Windows
LOFT-W3159,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3457,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3745,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3602,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3720,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3235,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3348,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3222,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W3217,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-W2116,,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows
LOFT-W0811,,Avell High Performance,Avell G1555 MUV / A62 MUV,Windows,GRP-BR-Windows
LOFT-W3637,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
LOFT-AUGW-0747,ACTIVATED,LENOVO,20QV000GUS,Windows,GRP-BR-Windows
LOFT-W3680,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows
