ComputerName,user_state,HardwareVendor,HardwareModel,device_os,Device Group
LOFT-L3993,,Avell High Performance,A70,Ubuntu,GRP-BR-Linux
LOFT-M2085,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M2085,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M2085,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2007,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2007,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2007,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2002,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2002,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2002,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2737,ACTIVATED,Apple Inc.,"MacBookAir9,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2737,ACTIVATED,Apple Inc.,"MacBookAir9,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2021,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2021,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2509,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2509,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2509,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2457,ACTIVATED,Apple Inc.,"MacBookPro15,4",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2457,ACTIVATED,Apple Inc.,"MacBookPro15,4",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2457,ACTIVATED,Apple Inc.,"MacBookPro15,4",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2262,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2262,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2262,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2666,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2666,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2471,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2471,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2011,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2011,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2557,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2557,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2557,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-1355,SUSPENDED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-1355,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-1355,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-1483,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-1483,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-1396,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-1396,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-1752,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-1752,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-1752,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3589,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3589,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3589,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3551,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3551,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3551,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3502,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3502,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3507,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3507,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3523,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3523,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3529,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3529,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3526,ACTIVATED,Apple Inc.,"MacBook Air (M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3526,ACTIVATED,Apple Inc.,"MacBook Air (M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3541,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3541,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3547,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3547,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3597,ACTIVATED,Apple Inc.,"MacBook Air (M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3597,ACTIVATED,Apple Inc.,"MacBook Air (M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3597,ACTIVATED,Apple Inc.,"MacBook Air (M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3594,SUSPENDED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3594,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3594,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3576,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3576,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3576,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2089,ACTIVATED,Apple Inc.,"MacBookPro15,4",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2089,ACTIVATED,Apple Inc.,"MacBookPro15,4",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3592,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3592,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3599,ACTIVATED,Apple Inc.,"MacBook Air (M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3599,ACTIVATED,Apple Inc.,"MacBook Air (M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3600,ACTIVATED,Apple Inc.,"MacBook Air (M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3600,ACTIVATED,Apple Inc.,"MacBook Air (M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3572,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3572,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3583,SUSPENDED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3583,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3583,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3581,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3581,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3587,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3587,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3569,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3569,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3465,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3465,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3474,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3474,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3485,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3485,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3485,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3487,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3487,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3487,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3493,SUSPENDED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3493,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3493,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3494,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3494,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3494,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3596,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3596,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3900,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3900,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3900,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3497,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3497,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3497,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3595,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-3595,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3492,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3492,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3893,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3893,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3893,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M2514,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M2514,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3879,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3879,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M0054,ACTIVATED,Apple Inc.,"MacBookPro15,1",macOS,GRP-BR-MDM-MAC
LOFT-M0054,ACTIVATED,Apple Inc.,"MacBookPro15,1",macOS,GRP-BR-MDM-MAC
LOFT-M3869,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3869,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3869,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3404,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3404,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3404,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3411,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3411,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3774,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3774,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M03448,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M03448,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M03448,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M03416,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M03416,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M03416,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3752,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3752,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3417,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3417,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3440,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3440,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3751,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3751,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2546,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPM-2546,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3429,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3429,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3768,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3768,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3768,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3770,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3770,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M2004,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M2004,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M2004,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3765,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3765,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3765,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3763,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3763,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3434,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3434,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3794,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3794,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3794,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3797,ACTIVATED,Apple Inc.,"MacBook Pro (14-inch, 2021)",macOS,GRP-BR-MDM-MAC
LOFT-M3781,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3781,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M2300 (1661),ACTIVATED,Apple Inc.,"MacBookPro15,4",macOS,GRP-BR-MDM-MAC
LOFT-M2300 (1661),ACTIVATED,Apple Inc.,"MacBookPro15,4",macOS,GRP-BR-MDM-MAC
LOFT-M3755,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3755,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3755,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3664,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3664,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3858,SUSPENDED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3858,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3858,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3685,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3685,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3685,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3651,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3651,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3651,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3652,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3652,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3653,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3653,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3413,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3413,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3413,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3430,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3430,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3430,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3659,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3659,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3659,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3675,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3675,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPW-0094,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-SPW-0094,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M1007,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M1007,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M1007,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3555,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3555,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3555,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3477,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3477,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3477,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M2258,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M2258,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M2258,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M2261,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M2261,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M2261,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M0026,ACTIVATED,Apple Inc.,"MacBookPro14,1",macOS,GRP-BR-MDM-MAC
LOFT-M0026,ACTIVATED,Apple Inc.,"MacBookPro14,1",macOS,GRP-BR-MDM-MAC
LOFT-M0026,ACTIVATED,Apple Inc.,"MacBookPro14,1",macOS,GRP-BR-MDM-MAC
LOFT-M0243,ACTIVATED,Apple Inc.,"MacBookPro15,3",macOS,GRP-BR-MDM-MAC
LOFT-M0243,ACTIVATED,Apple Inc.,"MacBookPro15,3",macOS,GRP-BR-MDM-MAC
LOFT-M0243,ACTIVATED,Apple Inc.,"MacBookPro15,3",macOS,GRP-BR-MDM-MAC
LOFT-M2095,ACTIVATED,Apple Inc.,"MacBookPro15,4",macOS,GRP-BR-MDM-MAC
LOFT-M2095,ACTIVATED,Apple Inc.,"MacBookPro15,4",macOS,GRP-BR-MDM-MAC
LOFT-M2095,ACTIVATED,Apple Inc.,"MacBookPro15,4",macOS,GRP-BR-MDM-MAC
LOFT-M0028,ACTIVATED,Apple Inc.,"MacBookPro15,1",macOS,GRP-BR-MDM-MAC
LOFT-M0028,ACTIVATED,Apple Inc.,"MacBookPro15,1",macOS,GRP-BR-MDM-MAC
LOFT-M0028,ACTIVATED,Apple Inc.,"MacBookPro15,1",macOS,GRP-BR-MDM-MAC
LOFT-M3435,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3435,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3455,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3455,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3455,ACTIVATED,Apple Inc.,"MacBookPro16,1",macOS,GRP-BR-MDM-MAC
LOFT-M3673,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
LOFT-M3673,ACTIVATED,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS,GRP-BR-MDM-MAC
